Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,BB,CC,DD,EE,FF,GG,HH,II,JJ,KK,LL,MM,NN,OO,PP,QQ,RR,SS,TT,UU,VV,WW,XX,YY,ZZ
2000-01-17,198.37,185.65,136.38,273.5,115.64,118.45,73.37,154.97,179.32,229.0,91.05,288.62,121.56,124.29,151.46,226.42,269.75,125.6,232.54,108.2,145.05,77.94,150.55,282.56,145.77,220.85,170.32,115.84,273.52,250.88,96.93,237.95,265.8,308.68,239.34,233.42,256.08,193.82,268.52,88.21,106.46,242.55,159.69,308.98,129.36,176.72,206.12,162.34,59.38,232.18,135.27,207.49
2000-01-18,194.37,184.73,135.81,272.58,115.17,118.7,73.29,155.22,180.15,228.95,90.89,287.46,121.89,124.6,149.35,227.81,273.34,127.1,236.93,107.86,142.08,77.43,151.62,280.86,144.64,219.81,168.82,116.85,267.72,251.25,96.75,241.81,266.47,309.81,243.84,232.46,260.38,197.17,265.39,87.67,105.27,241.67,158.81,306.48,126.98,176.63,205.87,163.27,59.32,234.29,135.01,206.41
2000-01-19,190.7,182.89,136.11,272.75,112.4,115.78,74.74,155.63,178.99,232.51,90.98,288.37,121.07,121.76,147.34,228.26,276.25,127.37,238.32,107.25,142.78,77.03,149.52,281.64,146.62,213.68,168.71,120.25,270.24,253.19,96.72,240.82,267.86,312.74,242.22,231.92,259.87,196.22,268.03,87.63,105.72,239.93,160.96,301.31,126.56,173.26,205.95,164.14,58.89,236.46,135.81,209.35
2000-01-20,188.79,183.17,135.11,278.13,112.63,114.85,73.61,157.84,182.08,234.84,91.03,285.38,118.99,121.17,146.63,229.59,269.23,124.87,239.09,109.07,141.77,76.68,151.41,281.5,146.27,213.94,170.88,122.2,277.91,254.98,95.1,239.52,265.71,313.05,240.71,231.24,260.12,194.28,263.3,89.58,104.58,243.07,159.8,299.32,127.8,173.61,205.55,165.86,57.72,236.05,134.16,204.88
2000-01-21,190.44,182.22,132.72,276.24,112.54,116.64,72.86,157.05,179.75,232.38,90.32,278.03,118.11,119.14,145.13,232.23,266.11,124.01,242.63,108.87,143.11,75.82,149.89,280.08,145.96,215.14,172.42,122.53,279.78,256.52,95.12,241.36,268.44,314.34,237.94,233.19,258.91,192.94,262.94,88.41,104.7,240.97,162.41,297.27,127.27,175.04,206.24,164.29,57.67,237.66,133.88,205.46
2000-01-22,188.34,183.05,130.4,275.98,111.13,117.12,73.41,157.22,179.5,226.56,89.62,276.38,118.91,118.33,144.04,230.7,268.37,124.55,241.0,107.93,141.02,77.26,144.8,276.06,148.44,216.26,171.14,122.62,283.18,254.47,94.9,242.03,270.92,313.24,240.72,233.75,257.66,190.75,262.71,88.9,104.51,239.31,162.19,294.85,128.53,173.89,207.8,165.54,58.41,236.09,133.37,209.29
2000-01-23,187.44,182.16,131.05,270.57,111.36,116.47,72.4,156.69,180.37,228.82,88.96,274.8,118.38,118.16,145.7,230.46,268.43,126.57,245.59,106.22,142.5,77.97,147.11,274.44,148.87,213.9,168.42,124.03,286.51,249.88,95.89,240.31,269.49,305.14,242.91,235.03,256.26,189.03,263.94,87.75,104.63,244.82,162.06,294.06,130.53,176.16,207.29,168.08,58.17,243.86,135.22,209.94
2000-01-24,187.63,181.1,132.02,270.69,110.45,116.51,72.46,157.04,183.57,228.18,87.83,270.61,119.84,119.94,146.31,228.61,268.57,127.54,244.18,107.18,140.85,78.46,145.64,276.6,150.89,219.27,167.29,122.61,289.75,249.29,96.15,239.3,270.35,304.57,241.74,237.71,256.26,189.61,265.58,88.77,104.7,246.44,162.48,294.3,131.64,176.05,204.8,168.72,58.32,243.13,136.9,206.68
2000-01-25,188.03,177.81,131.81,267.62,109.59,116.46,71.78,154.14,186.14,226.49,88.41,274.66,119.26,119.5,149.06,229.29,268.03,127.21,247.42,108.89,141.41,78.4,143.09,277.84,149.66,219.8,167.5,121.99,288.42,250.76,96.97,241.32,269.55,306.33,241.43,234.79,257.45,191.0,262.31,90.38,103.24,248.56,162.56,294.94,132.64,176.27,204.82,168.6,58.44,240.84,135.8,207.28
2000-01-26,188.59,179.92,133.69,268.7,110.21,114.88,70.23,152.29,183.56,224.12,87.34,271.95,119.9,120.84,149.96,229.38,266.47,127.13,246.87,108.67,142.39,78.48,146.33,277.01,149.77,221.53,167.54,122.75,291.28,252.83,96.1,241.71,275.31,299.22,238.56,237.33,256.64,192.81,259.08,89.42,102.57,251.57,162.73,293.23,133.58,174.7,203.64,166.24,58.34,240.91,135.21,208.61
2000-01-27,188.8,181.5,132.5,269.93,109.85,114.63,70.37,153.55,183.89,221.26,86.9,270.14,122.08,119.85,150.84,234.27,262.89,127.31,247.5,108.84,141.41,78.2,149.79,273.14,151.24,222.08,168.43,122.22,289.94,256.25,96.78,244.45,277.21,298.82,235.08,235.83,257.71,196.48,258.68,90.02,101.99,256.75,159.44,293.96,131.4,172.03,206.49,165.7,58.07,241.41,138.06,207.47
2000-01-28,189.44,182.46,135.0,270.52,110.47,114.34,70.24,152.94,183.72,223.66,86.75,266.41,122.94,118.73,150.9,229.96,262.73,125.91,245.63,108.99,142.77,78.96,150.19,272.83,151.55,221.37,168.08,124.12,285.75,256.64,96.93,247.89,273.63,297.37,231.82,236.91,258.89,198.88,259.66,89.82,100.19,251.69,159.75,294.64,131.01,174.45,204.38,166.25,57.9,240.61,137.87,211.1
2000-01-29,189.12,181.97,133.56,271.22,110.67,114.21,70.57,153.58,183.44,222.9,85.88,262.57,122.71,119.26,149.23,229.03,256.67,127.5,246.83,108.29,141.54,78.46,149.91,266.3,154.49,221.14,167.0,124.91,284.89,255.9,97.71,248.43,277.0,296.27,231.84,240.64,259.04,201.86,256.0,91.38,101.86,254.05,158.21,294.21,132.44,175.61,202.92,168.25,58.16,242.27,138.17,208.84
2000-01-30,188.15,181.95,133.29,269.44,111.09,114.63,71.65,154.22,185.22,221.15,83.95,260.58,121.41,119.1,148.39,228.89,258.93,128.8,251.16,109.51,141.13,78.56,149.4,264.78,154.04,220.52,166.29,125.08,284.78,252.04,97.29,249.78,274.06,293.12,229.12,237.29,260.37,203.34,257.48,91.32,103.57,257.56,159.44,295.24,131.85,175.37,199.77,169.89,56.67,244.67,139.21,209.59
2000-01-31,190.38,182.07,133.43,268.79,109.66,114.33,72.21,152.55,184.62,222.59,84.14,253.7,119.69,119.75,150.84,229.72,259.99,128.42,247.32,111.28,139.99,78.32,148.57,262.76,153.2,221.9,168.08,124.91,284.36,250.75,95.28,247.56,275.94,291.87,228.73,235.11,261.23,204.65,252.58,90.13,102.15,258.67,161.47,294.89,131.39,172.82,201.0,170.32,56.56,246.02,137.74,210.62
2000-02-01,190.66,182.58,133.12,269.0,108.28,117.14,72.39,151.51,186.01,221.38,83.83,254.54,120.48,120.09,153.17,236.2,258.16,127.1,248.96,111.06,139.38,79.19,148.49,269.0,154.22,220.52,166.08,127.21,283.95,248.17,94.77,244.58,277.3,289.33,229.9,236.42,263.36,207.89,255.26,92.26,101.28,256.06,160.3,296.45,132.47,174.07,200.74,172.84,56.63,245.27,136.54,207.72
2000-02-02,189.42,182.72,132.65,273.0,108.1,117.21,71.41,152.02,189.43,220.7,82.18,257.06,118.98,121.05,155.89,235.11,261.52,127.05,245.21,112.4,137.82,79.65,146.6,266.39,153.87,222.81,166.94,126.53,280.22,251.1,94.67,243.9,272.69,287.4,230.52,240.63,266.46,206.24,259.23,92.32,101.9,252.77,159.4,293.14,132.54,174.35,201.13,173.74,56.32,243.23,136.64,208.69
2000-02-03,186.92,178.97,133.76,272.87,107.1,118.57,71.21,149.25,190.76,220.88,82.4,259.04,120.55,122.11,156.81,233.44,262.49,125.19,244.73,111.29,137.33,78.8,146.07,268.79,151.35,224.75,168.04,127.3,283.81,252.58,95.2,242.4,270.09,288.43,229.09,238.08,269.06,204.82,254.95,91.85,102.06,255.3,161.51,289.29,131.35,173.73,199.87,174.52,56.11,242.61,136.36,207.63
2000-02-04,186.36,179.51,135.51,272.46,105.9,119.05,71.9,150.67,186.36,221.85,81.61,254.06,120.67,120.94,156.88,233.89,258.61,124.54,243.01,111.09,135.89,78.54,144.9,267.31,150.33,226.18,166.0,128.02,284.4,249.39,94.22,244.41,267.16,287.5,223.75,238.26,268.96,207.99,261.02,91.3,102.12,255.6,165.94,288.24,132.36,172.62,202.29,173.64,55.43,239.7,136.82,208.72
2000-02-05,186.07,179.45,137.91,271.58,105.54,120.49,71.74,151.02,186.33,221.71,80.49,257.99,120.67,121.4,156.69,233.01,261.63,124.33,242.89,112.57,135.53,77.77,143.36,266.98,149.85,225.09,162.48,129.02,284.57,248.01,93.29,242.18,267.29,285.23,222.35,239.0,266.7,211.07,257.88,90.53,102.27,253.91,164.49,287.72,131.21,170.13,201.59,174.66,55.44,242.02,136.51,208.11
2000-02-06,183.82,177.55,138.22,274.37,106.56,121.2,71.9,150.05,185.76,221.33,81.92,254.97,121.97,120.38,156.22,232.86,259.71,126.21,243.96,113.09,133.44,77.49,141.3,266.75,149.6,221.65,162.17,127.16,281.68,247.87,93.33,243.71,271.74,285.64,221.11,241.13,270.16,209.42,260.16,91.14,102.1,259.56,161.35,289.41,131.97,172.32,204.23,171.29,55.86,239.65,136.0,207.16
2000-02-07,180.81,179.25,139.41,275.64,105.99,121.17,71.49,151.63,181.61,222.28,81.71,255.78,120.64,120.37,155.69,235.84,258.74,126.65,245.5,113.49,134.8,77.57,138.67,267.59,149.73,223.38,163.56,128.85,282.06,248.66,92.97,240.03,274.21,285.16,220.92,240.54,271.09,207.77,261.8,91.65,103.36,259.18,161.76,284.31,131.48,173.73,206.35,171.6,56.39,239.14,134.93,209.26
2000-02-08,180.44,178.94,138.88,276.95,104.84,119.62,71.96,151.04,182.19,228.2,80.89,257.55,119.61,120.83,157.24,234.22,255.82,125.92,244.4,112.05,136.38,78.48,140.56,265.1,151.78,220.11,161.3,129.14,282.19,250.51,91.4,235.42,275.85,284.75,223.8,241.28,272.09,207.06,258.96,93.3,103.71,259.64,164.12,286.7,130.86,175.01,205.24,172.07,56.86,243.45,134.65,207.22
2000-02-09,181.51,177.31,140.16,275.58,104.46,118.95,71.73,152.25,181.6,226.98,81.7,258.87,119.58,124.2,157.58,233.59,251.52,127.82,245.25,112.52,135.5,79.19,140.53,266.86,150.5,220.09,160.77,131.74,281.22,258.22,90.65,232.75,277.44,282.6,224.77,238.3,270.93,210.9,260.6,94.1,103.52,262.37,164.26,290.13,130.44,174.29,207.58,169.51,56.55,242.61,134.03,206.18
2000-02-10,182.33,178.4,138.97,272.52,104.82,119.11,72.23,152.74,178.21,226.34,81.95,254.75,120.86,124.5,156.61,234.12,252.55,127.4,245.18,111.03,135.95,78.9,140.96,268.68,149.56,221.48,161.04,132.25,281.89,258.41,91.02,238.2,275.24,278.26,224.09,239.34,264.76,209.56,256.39,94.83,100.47,263.15,164.55,289.69,129.79,174.75,209.24,170.41,56.64,241.62,135.55,210.7
2000-02-11,182.38,178.84,139.68,270.08,103.5,120.42,72.74,153.0,174.26,227.05,82.89,252.46,121.7,122.18,157.42,233.9,255.19,130.28,247.34,109.34,136.11,79.25,140.8,268.97,150.58,223.55,158.31,131.76,282.22,255.92,92.82,239.26,279.28,276.82,224.65,237.18,265.34,210.55,255.77,94.94,101.97,261.98,166.02,292.68,130.57,172.5,209.35,172.32,56.15,241.38,134.88,210.72
2000-02-12,182.38,180.71,138.58,264.39,103.01,120.89,73.56,153.3,174.9,223.38,82.96,252.97,119.76,123.59,157.35,233.39,255.89,128.27,250.08,109.47,138.0,80.38,143.54,269.36,149.04,225.9,158.52,132.36,285.38,253.79,94.33,240.75,278.14,276.1,225.6,235.23,267.35,206.87,256.67,94.43,103.13,258.41,165.04,294.39,130.58,170.2,209.91,169.99,56.36,241.28,130.75,211.21
2000-02-13,181.69,184.29,139.77,267.9,104.95,119.08,72.36,150.04,175.72,227.27,82.68,253.28,120.97,123.66,161.29,233.24,255.78,126.31,246.0,110.16,140.01,80.74,143.65,269.14,149.15,228.52,158.57,130.93,279.84,255.45,94.11,238.48,276.77,282.18,224.63,235.85,267.4,210.04,255.9,93.88,102.19,256.31,164.83,295.96,128.11,171.85,211.28,172.67,55.8,240.66,130.18,211.18
2000-02-14,182.53,185.88,143.37,270.39,105.33,119.17,72.65,149.59,178.47,228.61,80.79,254.84,120.85,122.93,162.46,231.05,253.78,128.21,247.21,110.77,139.08,80.71,143.54,266.49,147.67,228.61,160.41,130.89,274.98,261.21,97.35,238.02,273.21,277.99,223.25,241.17,266.86,207.78,256.73,94.89,102.9,256.64,164.4,297.94,128.29,172.57,210.66,172.34,55.91,239.26,132.72,211.07
2000-02-15,181.93,185.21,143.57,269.65,106.71,120.14,72.99,149.78,177.68,230.57,80.25,254.92,121.45,122.21,165.44,233.68,251.98,128.25,244.92,111.45,139.87,80.68,143.46,268.49,146.86,230.69,162.03,130.75,273.27,261.0,97.73,239.07,275.66,280.91,223.36,240.12,267.65,211.52,254.14,96.63,101.5,252.87,165.58,291.54,128.54,172.01,209.7,169.15,56.45,237.5,134.59,207.07
2000-02-16,182.66,183.44,143.73,266.78,107.51,120.33,72.72,148.73,179.11,229.59,80.18,254.68,121.15,122.18,166.89,234.99,249.79,127.79,241.54,112.74,139.87,80.32,141.26,268.13,145.21,228.95,163.82,130.82,280.77,264.75,99.26,238.64,279.11,282.88,224.92,235.37,266.9,209.57,251.82,97.52,101.82,249.86,164.89,291.49,129.57,172.44,208.16,168.8,56.32,237.42,135.37,206.38
2000-02-17,179.62,183.38,143.08,268.44,108.51,118.57,73.28,148.8,182.11,231.02,81.41,254.61,120.75,121.52,166.05,235.05,248.43,127.98,239.45,113.41,139.35,80.89,143.8,266.65,147.15,229.47,162.59,129.25,280.46,264.89,98.82,235.58,278.25,278.83,226.54,233.31,272.74,210.41,246.95,97.9,101.92,252.94,167.34,292.72,130.2,174.49,206.01,167.65,55.57,236.56,133.16,206.18
2000-02-18,178.8,185.29,142.24,272.3,108.09,119.3,72.33,149.95,180.81,230.86,81.13,254.95,121.19,121.62,164.79,233.19,249.6,128.34,240.31,114.98,140.67,80.51,144.13,267.98,145.93,227.71,160.09,129.91,278.8,262.08,98.34,234.78,277.77,280.27,227.36,232.7,277.79,214.31,250.21,97.01,102.38,257.48,166.75,287.87,130.56,170.37,204.82,169.09,55.58,235.83,134.19,201.54
2000-02-19,175.36,189.63,141.27,277.17,108.93,118.99,72.94,149.42,182.23,228.81,81.14,253.28,120.54,122.26,161.83,231.73,251.11,128.19,238.86,113.84,142.29,80.27,145.22,266.11,146.2,225.78,159.87,128.69,280.71,266.15,99.44,237.48,282.32,281.19,227.53,235.32,275.79,211.77,249.38,97.4,101.29,251.38,166.66,286.8,129.5,170.34,205.77,169.9,55.07,236.25,133.03,203.32
2000-02-20,171.17,192.0,140.93,272.25,109.79,118.93,72.36,149.44,179.7,226.77,81.96,258.4,119.03,119.79,161.27,232.79,248.21,130.07,239.38,113.78,141.06,80.78,146.25,271.1,146.53,231.18,161.18,129.0,284.9,269.56,100.0,241.06,281.17,284.91,225.38,234.18,280.36,209.68,250.91,98.6,99.46,252.4,167.56,288.85,129.47,170.44,206.9,169.68,55.86,233.18,135.02,201.63
2000-02-21,173.94,189.22,137.86,271.81,111.34,118.9,71.55,149.49,180.32,226.92,80.89,255.83,121.11,120.36,160.74,230.56,248.83,129.0,239.32,115.93,138.91,81.19,144.0,273.26,148.62,225.82,160.0,129.83,287.36,268.23,98.62,248.12,279.83,286.52,223.39,236.37,281.36,209.65,253.44,96.7,98.84,250.92,166.9,285.03,129.69,169.31,206.28,171.49,55.92,232.26,136.24,201.61
2000-02-22,174.5,188.44,136.23,266.06,111.29,119.32,72.67,147.53,179.2,222.94,81.14,255.98,122.83,120.35,158.35,227.02,249.65,128.44,242.13,116.84,140.07,80.49,142.69,273.39,150.41,230.07,160.48,131.54,285.88,270.14,98.64,246.68,279.7,290.03,227.2,235.49,275.77,209.59,252.35,95.42,97.92,248.06,165.58,283.84,130.99,169.46,208.38,172.3,55.61,236.79,137.38,202.59
2000-02-23,175.12,189.19,133.99,264.44,111.2,117.3,72.45,148.07,180.29,222.94,80.77,253.1,122.71,121.34,159.5,227.97,247.7,131.42,236.52,118.8,139.46,81.41,143.05,273.44,150.59,228.65,159.48,132.28,283.28,269.35,99.41,244.99,278.1,291.18,228.54,231.89,278.04,207.6,251.72,95.49,98.42,249.68,164.37,280.25,133.08,168.54,209.31,171.27,56.6,241.9,139.06,204.4
2000-02-24,174.83,189.97,131.3,266.74,108.16,117.18,72.11,149.68,181.87,222.77,81.37,250.09,121.3,123.22,160.78,229.74,248.1,132.08,238.96,118.26,139.95,79.81,142.19,276.9,149.16,229.84,158.02,132.92,285.5,268.05,98.65,245.34,282.05,296.37,225.31,234.42,278.53,204.76,246.66,96.82,99.52,248.65,163.69,282.39,133.07,168.56,209.43,171.95,56.47,242.7,136.64,198.96
2000-02-25,170.86,191.97,134.01,265.44,110.56,117.58,72.92,148.61,179.13,221.68,81.37,253.4,122.01,126.05,159.17,228.58,249.49,133.07,239.9,119.67,140.24,77.82,140.42,275.98,146.97,229.05,156.51,133.33,285.87,269.02,98.74,242.35,286.94,293.68,220.1,237.01,277.82,204.81,250.8,96.26,99.65,247.32,164.65,278.79,134.0,166.15,211.33,167.48,56.47,236.42,136.63,201.05
2000-02-26,170.96,192.21,133.88,267.0,110.6,116.88,73.11,150.31,178.15,224.68,82.45,250.01,123.94,126.0,158.08,229.13,250.05,133.9,241.7,120.19,141.87,78.24,139.19,272.97,147.25,226.34,155.56,132.92,287.38,271.18,98.74,241.51,284.79,296.81,222.16,236.91,279.58,205.38,253.09,97.05,99.02,244.77,163.28,279.95,135.2,166.14,214.46,169.22,57.11,238.09,136.58,200.64
2000-02-27,169.83,189.92,131.95,269.44,111.32,116.96,72.98,147.99,179.51,226.5,82.89,252.61,124.0,128.01,158.99,228.38,245.16,133.65,239.69,121.01,141.5,79.34,137.25,274.18,146.13,225.14,157.72,133.43,289.13,267.71,98.09,244.23,291.76,294.59,222.94,238.35,280.79,204.84,254.8,96.5,99.06,243.45,159.48,277.21,136.94,167.17,213.37,170.24,57.25,236.88,136.87,195.11
2000-02-28,171.69,190.22,132.28,265.37,110.79,114.98,72.77,150.44,178.05,223.46,83.81,250.55,123.57,126.52,156.8,229.8,244.16,131.71,239.77,121.67,141.81,79.24,135.97,274.32,145.77,218.9,156.75,131.98,286.17,268.22,96.9,240.97,292.81,292.55,222.44,237.84,276.7,203.87,252.14,95.22,98.57,245.87,158.0,275.21,137.5,166.99,211.88,169.32,57.21,237.96,137.42,196.56
2000-02-29,169.27,192.06,131.95,263.56,111.91,114.5,72.05,148.05,180.3,223.9,83.07,252.07,124.28,129.15,155.6,230.52,243.82,129.59,237.55,122.02,140.87,78.79,135.56,271.65,147.24,223.08,156.29,132.24,286.85,270.48,96.16,246.58,286.6,291.43,221.74,237.17,278.76,205.63,248.92,94.11,97.92,245.96,158.39,275.96,136.61,169.03,210.18,170.19,56.93,235.76,137.28,197.16
2000-03-01,170.19,192.6,133.32,263.28,110.29,114.78,71.71,148.78,184.34,226.45,83.44,254.02,123.36,129.6,153.3,233.85,239.66,129.96,241.17,122.19,139.54,78.32,134.51,272.86,146.17,222.22,154.42,133.05,288.18,269.7,95.64,246.49,288.03,287.72,220.4,232.15,284.0,207.39,251.4,92.41,98.28,244.06,157.92,277.35,134.59,169.54,212.79,170.06,56.76,236.48,135.41,197.17
2000-03-02,167.68,192.71,133.2,267.77,110.66,113.18,72.14,153.65,180.56,222.13,83.36,255.46,123.4,129.27,151.76,232.32,241.1,130.18,243.01,122.58,138.85,77.92,135.37,276.33,144.61,223.67,154.05,132.57,287.7,274.94,97.07,247.22,283.51,293.45,217.28,229.33,285.92,210.0,249.63,92.05,98.1,242.67,157.91,275.72,136.76,168.5,213.81,168.19,56.24,234.6,134.28,198.06
2000-03-03,167.43,190.38,131.31,264.37,110.54,112.23,72.44,155.55,178.96,223.31,84.12,255.84,123.3,129.48,151.5,230.79,244.47,130.75,244.32,121.85,139.57,77.39,136.8,274.42,144.53,225.73,151.09,134.64,284.67,275.22,97.47,245.97,279.51,291.41,215.54,231.57,288.19,215.33,249.43,93.3,98.36,243.71,157.56,277.88,139.64,169.79,214.5,165.59,55.68,234.35,133.42,197.56
